widget_or_type,file,line,anchor
lockPrey,modules/modules/game_prey/prey.otui,222,:ref:`modules-modules-game-prey-prey-otui-l222-lockprey-67baa7e391`
lockPreyCheck,modules/modules/game_prey/prey.otui,229,:ref:`modules-modules-game-prey-prey-otui-l229-lockpreycheck-875fe16a35`
lockPreyPrice,modules/modules/game_prey/prey.otui,241,:ref:`modules-modules-game-prey-prey-otui-l241-lockpreyprice-a68f2fd751`
nan,modules/modules/game_prey/prey.otui,249,:ref:`modules-modules-game-prey-prey-otui-l249-nan-74a55a0cb0`
creature,modules/modules/game_prey/prey.otui,252,:ref:`modules-modules-game-prey-prey-otui-l252-creature-4f88e829bc`
bonus,modules/modules/game_prey/prey.otui,262,:ref:`modules-modules-game-prey-prey-otui-l262-bonus-ca1413406e`
icon,modules/modules/game_prey/prey.otui,270,:ref:`modules-modules-game-prey-prey-otui-l270-icon-1007fff43e`
nan,modules/modules/game_prey/prey.otui,277,:ref:`modules-modules-game-prey-prey-otui-l277-nan-1023eec229`
grade,modules/modules/game_prey/prey.otui,285,:ref:`modules-modules-game-prey-prey-otui-l285-grade-1c51c150a3`
timeLeft,modules/modules/game_prey/prey.otui,299,:ref:`modules-modules-game-prey-prey-otui-l299-timeleft-22e2c281b1`
nan,modules/modules/game_prey/prey.otui,308,:ref:`modules-modules-game-prey-prey-otui-l308-nan-35d1399c37`
selectPrey,modules/modules/game_prey/prey.otui,312,:ref:`modules-modules-game-prey-prey-otui-l312-selectprey-42793b19fc`
price,modules/modules/game_prey/prey.otui,325,:ref:`modules-modules-game-prey-prey-otui-l325-price-34e2a005b7`
nan,modules/modules/game_prey/prey.otui,333,:ref:`modules-modules-game-prey-prey-otui-l333-nan-d0c8f3b63b`
choose,modules/modules/game_prey/prey.otui,336,:ref:`modules-modules-game-prey-prey-otui-l336-choose-aa7c85ee4e`
select,modules/modules/game_prey/prey.otui,341,:ref:`modules-modules-game-prey-prey-otui-l341-select-3003d6a3b7`
reroll,modules/modules/game_prey/prey.otui,347,:ref:`modules-modules-game-prey-prey-otui-l347-reroll-653cb7aa91`
list,modules/modules/game_prey/prey.otui,354,:ref:`modules-modules-game-prey-prey-otui-l354-list-d545ffa2d5`
nan,modules/modules/game_prey/prey.otui,368,:ref:`modules-modules-game-prey-prey-otui-l368-nan-4f9092aa0b`
choosePreyButton,modules/modules/game_prey/prey.otui,372,:ref:`modules-modules-game-prey-prey-otui-l372-choosepreybutton-0a7d512d9e`
nan,modules/modules/game_prey/prey.otui,385,:ref:`modules-modules-game-prey-prey-otui-l385-nan-5a9275053b`
pickSpecificPrey,modules/modules/game_prey/prey.otui,389,:ref:`modules-modules-game-prey-prey-otui-l389-pickspecificprey-1f2a660917`
price,modules/modules/game_prey/prey.otui,397,:ref:`modules-modules-game-prey-prey-otui-l397-price-f65a4a3813`
nan,modules/modules/game_prey/prey.otui,405,:ref:`modules-modules-game-prey-prey-otui-l405-nan-6f1b57a533`
button,modules/modules/game_prey/prey.otui,409,:ref:`modules-modules-game-prey-prey-otui-l409-button-4f88e18b1b`
time,modules/modules/game_prey/prey.otui,416,:ref:`modules-modules-game-prey-prey-otui-l416-time-f188a5aa5e`
rerollButton,modules/modules/game_prey/prey.otui,425,:ref:`modules-modules-game-prey-prey-otui-l425-rerollbutton-915a56afc7`
price,modules/modules/game_prey/prey.otui,438,:ref:`modules-modules-game-prey-prey-otui-l438-price-9efe250f2f`
nan,modules/modules/game_prey/prey.otui,446,:ref:`modules-modules-game-prey-prey-otui-l446-nan-ad7b8e1de3`
cards,modules/modules/game_prey/prey.otui,449,:ref:`modules-modules-game-prey-prey-otui-l449-cards-6cd49256e2`
text,modules/modules/game_prey/prey.otui,456,:ref:`modules-modules-game-prey-prey-otui-l456-text-910eeebd04`
nan,modules/modules/game_prey/prey.otui,464,:ref:`modules-modules-game-prey-prey-otui-l464-nan-7de1d51205`
gold,modules/modules/game_prey/prey.otui,467,:ref:`modules-modules-game-prey-prey-otui-l467-gold-83892f9004`
text,modules/modules/game_prey/prey.otui,474,:ref:`modules-modules-game-prey-prey-otui-l474-text-3987044ca3`
nan,modules/modules/game_prey/prey.otui,482,:ref:`modules-modules-game-prey-prey-otui-l482-nan-88fa906bb3`
creature,modules/modules/game_prey/prey.otui,488,:ref:`modules-modules-game-prey-prey-otui-l488-creature-b322157187`
nan,modules/modules/game_prey/prey.otui,505,:ref:`modules-modules-game-prey-prey-otui-l505-nan-2ff0a18026`
title,modules/modules/game_prey/prey.otui,514,:ref:`modules-modules-game-prey-prey-otui-l514-title-eaeecbec6f`
inactive,modules/modules/game_prey/prey.otui,521,:ref:`modules-modules-game-prey-prey-otui-l521-inactive-28c9f1266d`
active,modules/modules/game_prey/prey.otui,526,:ref:`modules-modules-game-prey-prey-otui-l526-active-6aef580203`
locked,modules/modules/game_prey/prey.otui,532,:ref:`modules-modules-game-prey-prey-otui-l532-locked-e20dff1763`
preyWindow,modules/modules/game_prey/prey.otui,539,:ref:`modules-modules-game-prey-prey-otui-l539-preywindow-704a3b5552`
slot1,modules/modules/game_prey/prey.otui,547,:ref:`modules-modules-game-prey-prey-otui-l547-slot1-cc56f5d731`
slot2,modules/modules/game_prey/prey.otui,553,:ref:`modules-modules-game-prey-prey-otui-l553-slot2-20d9085806`
slot3,modules/modules/game_prey/prey.otui,559,:ref:`modules-modules-game-prey-prey-otui-l559-slot3-ce8b099cf4`
description,modules/modules/game_prey/prey.otui,565,:ref:`modules-modules-game-prey-prey-otui-l565-description-0277361f6c`
bottomSep,modules/modules/game_prey/prey.otui,575,:ref:`modules-modules-game-prey-prey-otui-l575-bottomsep-cc063394bb`
closeButton,modules/modules/game_prey/prey.otui,582,:ref:`modules-modules-game-prey-prey-otui-l582-closebutton-4019ea9e2f`
gold,modules/modules/game_prey/prey.otui,591,:ref:`modules-modules-game-prey-prey-otui-l591-gold-c216ddd0ec`
wildCards,modules/modules/game_prey/prey.otui,597,:ref:`modules-modules-game-prey-prey-otui-l597-wildcards-c917b3c2ee`
openStore,modules/modules/game_prey/prey.otui,604,:ref:`modules-modules-game-prey-prey-otui-l604-openstore-6711e79baf`
nan,modules/modules/game_prey/prey.otui,619,:ref:`modules-modules-game-prey-prey-otui-l619-nan-a9906208fd`
creature,modules/modules/game_prey/prey.otui,623,:ref:`modules-modules-game-prey-prey-otui-l623-creature-28a5f4e495`
noCreature,modules/modules/game_prey/prey.otui,630,:ref:`modules-modules-game-prey-prey-otui-l630-nocreature-7058ebdb98`
preyType,modules/modules/game_prey/prey.otui,638,:ref:`modules-modules-game-prey-prey-otui-l638-preytype-b7019b0dba`
creatureName,modules/modules/game_prey/prey.otui,645,:ref:`modules-modules-game-prey-prey-otui-l645-creaturename-54b5d01997`
time,modules/modules/game_prey/prey.otui,657,:ref:`modules-modules-game-prey-prey-otui-l657-time-7d1ed255e5`
preyTracker,modules/modules/game_prey/prey.otui,667,:ref:`modules-modules-game-prey-prey-otui-l667-preytracker-3b5182d402`
nan,modules/modules/game_prey/prey.otui,673,:ref:`modules-modules-game-prey-prey-otui-l673-nan-38a50dd591`
nan,modules/modules/game_prey/prey.otui,679,:ref:`modules-modules-game-prey-prey-otui-l679-nan-fb226f309c`
nan,modules/modules/game_prey/prey.otui,683,:ref:`modules-modules-game-prey-prey-otui-l683-nan-5d3d6947b8`
slot1,modules/modules/game_prey/prey.otui,686,:ref:`modules-modules-game-prey-prey-otui-l686-slot1-a8b18abc5a`
slot2,modules/modules/game_prey/prey.otui,690,:ref:`modules-modules-game-prey-prey-otui-l690-slot2-091375918c`
slot3,modules/modules/game_prey/prey.otui,693,:ref:`modules-modules-game-prey-prey-otui-l693-slot3-d5394d621d`
nan,modules/modules/game_questlog/questlogwindow.otui,1,:ref:`modules-modules-game-questlog-questlogwindow-otui-l1-nan-655f323b29`
description,modules/modules/game_questlog/questlogwindow.otui,10,:ref:`modules-modules-game-questlog-questlogwindow-otui-l10-descriptio-f3a8ff0c24`
nan,modules/modules/game_questlog/questlogwindow.otui,16,:ref:`modules-modules-game-questlog-questlogwindow-otui-l16-nan-a2ed97227c`
nan,modules/modules/game_questlog/questlogwindow.otui,19,:ref:`modules-modules-game-questlog-questlogwindow-otui-l19-nan-9435274747`
nan,modules/modules/game_questlog/questlogwindow.otui,33,:ref:`modules-modules-game-questlog-questlogwindow-otui-l33-nan-43ff4b233c`
questList,modules/modules/game_questlog/questlogwindow.otui,34,:ref:`modules-modules-game-questlog-questlogwindow-otui-l34-questlist-5a40670fdd`
questListScrollBar,modules/modules/game_questlog/questlogwindow.otui,42,:ref:`modules-modules-game-questlog-questlogwindow-otui-l42-questlists-a7df0df244`
nan,modules/modules/game_questlog/questlogwindow.otui,50,:ref:`modules-modules-game-questlog-questlogwindow-otui-l50-nan-f4563e5f1a`
questName,modules/modules/game_questlog/questlogwindow.otui,51,:ref:`modules-modules-game-questlog-questlogwindow-otui-l51-questname-842ff04f66`
missionList,modules/modules/game_questlog/questlogwindow.otui,59,:ref:`modules-modules-game-questlog-questlogwindow-otui-l59-missionlis-5c16070e9f`
missionListScrollBar,modules/modules/game_questlog/questlogwindow.otui,71,:ref:`modules-modules-game-questlog-questlogwindow-otui-l71-missionlis-1a05daa69a`
track,modules/modules/game_questlog/questlogwindow.otui,79,:ref:`modules-modules-game-questlog-questlogwindow-otui-l79-track-d2c67b72d9`
missionDescription,modules/modules/game_questlog/questlogwindow.otui,89,:ref:`modules-modules-game-questlog-questlogwindow-otui-l89-missiondes-9d225d77d9`
questLogWindow,modules/modules/game_questlog/questlogwindow.otui,100,:ref:`modules-modules-game-questlog-questlogwindow-otui-l100-questlogw-c24dbbd31f`
questlog,modules/modules/game_questlog/questlogwindow.otui,108,:ref:`modules-modules-game-questlog-questlogwindow-otui-l108-questlog-33ddaf5ece`
missionlog,modules/modules/game_questlog/questlogwindow.otui,116,:ref:`modules-modules-game-questlog-questlogwindow-otui-l116-missionlo-a601a75422`
bottomSep,modules/modules/game_questlog/questlogwindow.otui,120,:ref:`modules-modules-game-questlog-questlogwindow-otui-l120-bottomsep-9617fe89c0`
closeButton,modules/modules/game_questlog/questlogwindow.otui,127,:ref:`modules-modules-game-questlog-questlogwindow-otui-l127-closebutt-9ccb799fb9`
showButton,modules/modules/game_questlog/questlogwindow.otui,137,:ref:`modules-modules-game-questlog-questlogwindow-otui-l137-showbutto-9f024da93d`
trackerButton,modules/modules/game_questlog/questlogwindow.otui,148,:ref:`modules-modules-game-questlog-questlogwindow-otui-l148-trackerbu-77b019a6fd`
questTracker,modules/modules/game_questlog/questlogwindow.otui,160,:ref:`modules-modules-game-questlog-questlogwindow-otui-l160-questtrac-1b06a88f75`
nan,modules/modules/game_questlog/questlogwindow.otui,166,:ref:`modules-modules-game-questlog-questlogwindow-otui-l166-nan-6e29d4a588`
list,modules/modules/game_questlog/questlogwindow.otui,172,:ref:`modules-modules-game-questlog-questlogwindow-otui-l172-list-ccd747756a`
nan,modules/modules/game_questlog/questlogwindow.otui,178,:ref:`modules-modules-game-questlog-questlogwindow-otui-l178-nan-b50bb94805`
nan,modules/modules/game_questlog/questlogwindow.otui,181,:ref:`modules-modules-game-questlog-questlogwindow-otui-l181-nan-ad41086ff5`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,1,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l1-nan-86aa849bd3`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,10,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l10-nan-f9ce526398`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,21,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l21-nan-5fc8a80300`
ruleViolationWindow,modules/modules/game_ruleviolation/ruleviolation.otui,32,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l32-rulevi-e27e69096a`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,38,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l38-nan-95e48dbde6`
nameText,modules/modules/game_ruleviolation/ruleviolation.otui,41,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l41-namete-a3b21f4025`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,44,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l44-nan-9fe24874b3`
statementText,modules/modules/game_ruleviolation/ruleviolation.otui,47,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l47-statem-2fe26c462d`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,51,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l51-nan-716d10d7a0`
reasonList,modules/modules/game_ruleviolation/ruleviolation.otui,54,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l54-reason-accaf68663`
reasonListScrollBar,modules/modules/game_ruleviolation/ruleviolation.otui,64,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l64-reason-4fa4369aae`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,72,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l72-nan-5d4be7d251`
actionList,modules/modules/game_ruleviolation/ruleviolation.otui,75,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l75-action-2f0316c6ea`
actionListScrollBar,modules/modules/game_ruleviolation/ruleviolation.otui,85,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l85-action-5ea0881c92`
ipBanCheckBox,modules/modules/game_ruleviolation/ruleviolation.otui,93,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l93-ipbanc-63e22cbfa2`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,101,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l101-nan-8cd5a6c8df`
commentText,modules/modules/game_ruleviolation/ruleviolation.otui,104,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l104-comme-f5d0682c88`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,107,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l107-nan-69f7104fea`
nan,modules/modules/game_ruleviolation/ruleviolation.otui,114,:ref:`modules-modules-game-ruleviolation-ruleviolation-otui-l114-nan-1a3ada51c1`
nan,modules/modules/game_shop/shop.otui,1,:ref:`modules-modules-game-shop-shop-otui-l1-nan-f409e7d58e`
name,modules/modules/game_shop/shop.otui,9,:ref:`modules-modules-game-shop-shop-otui-l9-name-35606f74e3`
nan,modules/modules/game_shop/shop.otui,20,:ref:`modules-modules-game-shop-shop-otui-l20-nan-6b873a5c93`
item,modules/modules/game_shop/shop.otui,21,:ref:`modules-modules-game-shop-shop-otui-l21-item-b30d926c71`
nan,modules/modules/game_shop/shop.otui,32,:ref:`modules-modules-game-shop-shop-otui-l32-nan-87669e842b`
creature,modules/modules/game_shop/shop.otui,33,:ref:`modules-modules-game-shop-shop-otui-l33-creature-5e0d332e11`
nan,modules/modules/game_shop/shop.otui,43,:ref:`modules-modules-game-shop-shop-otui-l43-nan-35c11c1636`
image,modules/modules/game_shop/shop.otui,44,:ref:`modules-modules-game-shop-shop-otui-l44-image-0520038fdd`
nan,modules/modules/game_shop/shop.otui,56,:ref:`modules-modules-game-shop-shop-otui-l56-nan-e5f5b26486`
title,modules/modules/game_shop/shop.otui,63,:ref:`modules-modules-game-shop-shop-otui-l63-title-788819a9a7`
description,modules/modules/game_shop/shop.otui,74,:ref:`modules-modules-game-shop-shop-otui-l74-description-960930ba27`
buyButton,modules/modules/game_shop/shop.otui,88,:ref:`modules-modules-game-shop-shop-otui-l88-buybutton-61e58aaab3`
nan,modules/modules/game_shop/shop.otui,98,:ref:`modules-modules-game-shop-shop-otui-l98-nan-887a057756`
item,modules/modules/game_shop/shop.otui,99,:ref:`modules-modules-game-shop-shop-otui-l99-item-523409472b`
nan,modules/modules/game_shop/shop.otui,110,:ref:`modules-modules-game-shop-shop-otui-l110-nan-508327feab`
creature,modules/modules/game_shop/shop.otui,111,:ref:`modules-modules-game-shop-shop-otui-l111-creature-ad3f2e6f2a`
nan,modules/modules/game_shop/shop.otui,121,:ref:`modules-modules-game-shop-shop-otui-l121-nan-e46233e733`
image,modules/modules/game_shop/shop.otui,122,:ref:`modules-modules-game-shop-shop-otui-l122-image-6e768c6542`
shopWindow,modules/modules/game_shop/shop.otui,132,:ref:`modules-modules-game-shop-shop-otui-l132-shopwindow-497d17bacd`
infoPanel,modules/modules/game_shop/shop.otui,140,:ref:`modules-modules-game-shop-shop-otui-l140-infopanel-5cb8f3d142`
points,modules/modules/game_shop/shop.otui,147,:ref:`modules-modules-game-shop-shop-otui-l147-points-f82dc3ee00`
buy,modules/modules/game_shop/shop.otui,155,:ref:`modules-modules-game-shop-shop-otui-l155-buy-d2bf9f364f`
adPanel,modules/modules/game_shop/shop.otui,164,:ref:`modules-modules-game-shop-shop-otui-l164-adpanel-9ab9e67222`
ad,modules/modules/game_shop/shop.otui,172,:ref:`modules-modules-game-shop-shop-otui-l172-ad-4fa2d12188`
categories,modules/modules/game_shop/shop.otui,182,:ref:`modules-modules-game-shop-shop-otui-l182-categories-46f747815e`
categoriesScrollBar,modules/modules/game_shop/shop.otui,194,:ref:`modules-modules-game-shop-shop-otui-l194-categoriesscrollbar-7819cc6742`
offers,modules/modules/game_shop/shop.otui,202,:ref:`modules-modules-game-shop-shop-otui-l202-offers-4fbd3a04f6`
offersScrollBar,modules/modules/game_shop/shop.otui,214,:ref:`modules-modules-game-shop-shop-otui-l214-offersscrollbar-cf1157a4ed`
transactionHistory,modules/modules/game_shop/shop.otui,222,:ref:`modules-modules-game-shop-shop-otui-l222-transactionhistory-09b9b5e840`
transferOpen,modules/modules/game_shop/shop.otui,230,:ref:`modules-modules-game-shop-shop-otui-l230-transferopen-cba45fff98`
buttonCancel,modules/modules/game_shop/shop.otui,239,:ref:`modules-modules-game-shop-shop-otui-l239-buttoncancel-17186f1f9f`
transferWindow,modules/modules/game_shop/transfer.otui,1,:ref:`modules-modules-game-shop-transfer-otui-l1-transferwindow-d473f7ccbc`
nan,modules/modules/game_shop/transfer.otui,7,:ref:`modules-modules-game-shop-transfer-otui-l7-nan-a61edb3154`
nan,modules/modules/game_shop/transfer.otui,15,:ref:`modules-modules-game-shop-transfer-otui-l15-nan-a0021268c8`
recipient,modules/modules/game_shop/transfer.otui,21,:ref:`modules-modules-game-shop-transfer-otui-l21-recipient-0e5383ecc9`
coinsBalance,modules/modules/game_shop/transfer.otui,28,:ref:`modules-modules-game-shop-transfer-otui-l28-coinsbalance-17a2cf16e9`
coinsAmountLabel,modules/modules/game_shop/transfer.otui,37,:ref:`modules-modules-game-shop-transfer-otui-l37-coinsamountlabel-180b188467`
coinsAmount,modules/modules/game_shop/transfer.otui,44,:ref:`modules-modules-game-shop-transfer-otui-l44-coinsamount-1d9f8d9d5a`
nan,modules/modules/game_shop/transfer.otui,55,:ref:`modules-modules-game-shop-transfer-otui-l55-nan-ceee7b8347`
cancelButton,modules/modules/game_shop/transfer.otui,61,:ref:`modules-modules-game-shop-transfer-otui-l61-cancelbutton-fe2e07959e`
giftButton,modules/modules/game_shop/transfer.otui,72,:ref:`modules-modules-game-shop-transfer-otui-l72-giftbutton-9dd468fbe4`
nan,modules/modules/game_skills/skills.otui,1,:ref:`modules-modules-game-skills-skills-otui-l1-nan-4a13503438`
nan,modules/modules/game_skills/skills.otui,3,:ref:`modules-modules-game-skills-skills-otui-l3-nan-ae9205c3e2`
nan,modules/modules/game_skills/skills.otui,8,:ref:`modules-modules-game-skills-skills-otui-l8-nan-c3462b40ee`
nan,modules/modules/game_skills/skills.otui,11,:ref:`modules-modules-game-skills-skills-otui-l11-nan-8e76c4f600`
value,modules/modules/game_skills/skills.otui,17,:ref:`modules-modules-game-skills-skills-otui-l17-value-f38475c116`
percent,modules/modules/game_skills/skills.otui,26,:ref:`modules-modules-game-skills-skills-otui-l26-percent-ecd80e243b`
skillWindow,modules/modules/game_skills/skills.otui,36,:ref:`modules-modules-game-skills-skills-otui-l36-skillwindow-9e76b39234`
nan,modules/modules/game_skills/skills.otui,45,:ref:`modules-modules-game-skills-skills-otui-l45-nan-61903f88b6`
experience,modules/modules/game_skills/skills.otui,50,:ref:`modules-modules-game-skills-skills-otui-l50-experience-0456242368`
nan,modules/modules/game_skills/skills.otui,54,:ref:`modules-modules-game-skills-skills-otui-l54-nan-d2e3814344`
nan,modules/modules/game_skills/skills.otui,56,:ref:`modules-modules-game-skills-skills-otui-l56-nan-ceef036439`
level,modules/modules/game_skills/skills.otui,58,:ref:`modules-modules-game-skills-skills-otui-l58-level-d638aa17b6`
nan,modules/modules/game_skills/skills.otui,60,:ref:`modules-modules-game-skills-skills-otui-l60-nan-5827008bca`
nan,modules/modules/game_skills/skills.otui,62,:ref:`modules-modules-game-skills-skills-otui-l62-nan-6d85376412`
nan,modules/modules/game_skills/skills.otui,63,:ref:`modules-modules-game-skills-skills-otui-l63-nan-582404c58e`
health,modules/modules/game_skills/skills.otui,66,:ref:`modules-modules-game-skills-skills-otui-l66-health-b0b73b1136`
nan,modules/modules/game_skills/skills.otui,69,:ref:`modules-modules-game-skills-skills-otui-l69-nan-80a885ecca`
nan,modules/modules/game_skills/skills.otui,71,:ref:`modules-modules-game-skills-skills-otui-l71-nan-88b671b73c`
mana,modules/modules/game_skills/skills.otui,73,:ref:`modules-modules-game-skills-skills-otui-l73-mana-af0898d74d`
nan,modules/modules/game_skills/skills.otui,76,:ref:`modules-modules-game-skills-skills-otui-l76-nan-7833342b0e`
nan,modules/modules/game_skills/skills.otui,78,:ref:`modules-modules-game-skills-skills-otui-l78-nan-950a95e24f`
soul,modules/modules/game_skills/skills.otui,80,:ref:`modules-modules-game-skills-skills-otui-l80-soul-10b83f1a51`
nan,modules/modules/game_skills/skills.otui,83,:ref:`modules-modules-game-skills-skills-otui-l83-nan-d156067326`
nan,modules/modules/game_skills/skills.otui,85,:ref:`modules-modules-game-skills-skills-otui-l85-nan-11d4f0cae7`
capacity,modules/modules/game_skills/skills.otui,87,:ref:`modules-modules-game-skills-skills-otui-l87-capacity-04763255e5`
nan,modules/modules/game_skills/skills.otui,90,:ref:`modules-modules-game-skills-skills-otui-l90-nan-a4c82ba061`
nan,modules/modules/game_skills/skills.otui,92,:ref:`modules-modules-game-skills-skills-otui-l92-nan-541dc7abd1`
speed,modules/modules/game_skills/skills.otui,94,:ref:`modules-modules-game-skills-skills-otui-l94-speed-c63ea62c49`
nan,modules/modules/game_skills/skills.otui,97,:ref:`modules-modules-game-skills-skills-otui-l97-nan-7533a70091`
nan,modules/modules/game_skills/skills.otui,99,:ref:`modules-modules-game-skills-skills-otui-l99-nan-359e980df1`
regenerationTime,modules/modules/game_skills/skills.otui,101,:ref:`modules-modules-game-skills-skills-otui-l101-regenerationtime-c27019635b`
nan,modules/modules/game_skills/skills.otui,103,:ref:`modules-modules-game-skills-skills-otui-l103-nan-78cb3fd4ba`
nan,modules/modules/game_skills/skills.otui,105,:ref:`modules-modules-game-skills-skills-otui-l105-nan-6f442be9e8`
stamina,modules/modules/game_skills/skills.otui,107,:ref:`modules-modules-game-skills-skills-otui-l107-stamina-be885cde78`
nan,modules/modules/game_skills/skills.otui,109,:ref:`modules-modules-game-skills-skills-otui-l109-nan-24874a02a4`
nan,modules/modules/game_skills/skills.otui,111,:ref:`modules-modules-game-skills-skills-otui-l111-nan-3eeef43333`
nan,modules/modules/game_skills/skills.otui,112,:ref:`modules-modules-game-skills-skills-otui-l112-nan-4c1a8c2140`
offlineTraining,modules/modules/game_skills/skills.otui,114,:ref:`modules-modules-game-skills-skills-otui-l114-offlinetraining-4c4b884323`
nan,modules/modules/game_skills/skills.otui,116,:ref:`modules-modules-game-skills-skills-otui-l116-nan-653d2b22ec`
nan,modules/modules/game_skills/skills.otui,118,:ref:`modules-modules-game-skills-skills-otui-l118-nan-117ee005cf`
nan,modules/modules/game_skills/skills.otui,119,:ref:`modules-modules-game-skills-skills-otui-l119-nan-4231d95547`
magiclevel,modules/modules/game_skills/skills.otui,121,:ref:`modules-modules-game-skills-skills-otui-l121-magiclevel-f3dab76a64`
nan,modules/modules/game_skills/skills.otui,123,:ref:`modules-modules-game-skills-skills-otui-l123-nan-7b89d1214b`
nan,modules/modules/game_skills/skills.otui,125,:ref:`modules-modules-game-skills-skills-otui-l125-nan-40009569c0`
nan,modules/modules/game_skills/skills.otui,126,:ref:`modules-modules-game-skills-skills-otui-l126-nan-1c64ce3f3c`
skillId0,modules/modules/game_skills/skills.otui,129,:ref:`modules-modules-game-skills-skills-otui-l129-skillid0-72db435b55`
nan,modules/modules/game_skills/skills.otui,131,:ref:`modules-modules-game-skills-skills-otui-l131-nan-dabb6fa4ce`
nan,modules/modules/game_skills/skills.otui,133,:ref:`modules-modules-game-skills-skills-otui-l133-nan-d18cf71d8a`
nan,modules/modules/game_skills/skills.otui,134,:ref:`modules-modules-game-skills-skills-otui-l134-nan-455b50bc2f`
skillId1,modules/modules/game_skills/skills.otui,136,:ref:`modules-modules-game-skills-skills-otui-l136-skillid1-dbe6aa63c4`
nan,modules/modules/game_skills/skills.otui,138,:ref:`modules-modules-game-skills-skills-otui-l138-nan-76925fea1f`
nan,modules/modules/game_skills/skills.otui,140,:ref:`modules-modules-game-skills-skills-otui-l140-nan-81bd835953`
nan,modules/modules/game_skills/skills.otui,141,:ref:`modules-modules-game-skills-skills-otui-l141-nan-58cf1c88bd`
skillId2,modules/modules/game_skills/skills.otui,143,:ref:`modules-modules-game-skills-skills-otui-l143-skillid2-6b232c0a62`
nan,modules/modules/game_skills/skills.otui,145,:ref:`modules-modules-game-skills-skills-otui-l145-nan-332d78eac4`
nan,modules/modules/game_skills/skills.otui,147,:ref:`modules-modules-game-skills-skills-otui-l147-nan-4ce084e968`
nan,modules/modules/game_skills/skills.otui,148,:ref:`modules-modules-game-skills-skills-otui-l148-nan-d5217727eb`
skillId3,modules/modules/game_skills/skills.otui,150,:ref:`modules-modules-game-skills-skills-otui-l150-skillid3-d55d03fb20`
nan,modules/modules/game_skills/skills.otui,152,:ref:`modules-modules-game-skills-skills-otui-l152-nan-4704c7a572`
nan,modules/modules/game_skills/skills.otui,154,:ref:`modules-modules-game-skills-skills-otui-l154-nan-a0129086bb`
nan,modules/modules/game_skills/skills.otui,155,:ref:`modules-modules-game-skills-skills-otui-l155-nan-f9cecab633`
skillId4,modules/modules/game_skills/skills.otui,157,:ref:`modules-modules-game-skills-skills-otui-l157-skillid4-77a7d2268f`
nan,modules/modules/game_skills/skills.otui,159,:ref:`modules-modules-game-skills-skills-otui-l159-nan-5c6c44a07d`
nan,modules/modules/game_skills/skills.otui,161,:ref:`modules-modules-game-skills-skills-otui-l161-nan-bc430a1d0f`
nan,modules/modules/game_skills/skills.otui,162,:ref:`modules-modules-game-skills-skills-otui-l162-nan-cf4cd2c07a`
skillId5,modules/modules/game_skills/skills.otui,164,:ref:`modules-modules-game-skills-skills-otui-l164-skillid5-586cf84841`
nan,modules/modules/game_skills/skills.otui,166,:ref:`modules-modules-game-skills-skills-otui-l166-nan-cf718efbe3`
nan,modules/modules/game_skills/skills.otui,168,:ref:`modules-modules-game-skills-skills-otui-l168-nan-067656b637`
nan,modules/modules/game_skills/skills.otui,169,:ref:`modules-modules-game-skills-skills-otui-l169-nan-2698859e3f`
skillId6,modules/modules/game_skills/skills.otui,171,:ref:`modules-modules-game-skills-skills-otui-l171-skillid6-de61b01ddb`
nan,modules/modules/game_skills/skills.otui,173,:ref:`modules-modules-game-skills-skills-otui-l173-nan-9220a494e9`
nan,modules/modules/game_skills/skills.otui,175,:ref:`modules-modules-game-skills-skills-otui-l175-nan-c436805e74`
nan,modules/modules/game_skills/skills.otui,176,:ref:`modules-modules-game-skills-skills-otui-l176-nan-a5bd530a1f`
